id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction
FKID000478,planned,13.0271353,77.5796689,0.0,0.0,"Dr Rajgopal Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,procession,False,2024-02-05 04:41:29.705+00,2024-02-05 04:41:46+00,closed,yes,2024-02-05 05:35:48.261861+00,,,[PERSON] junction to bhoopasandra bus stand traffic Slow moment sir,,,Non-corridor,Low,,,,2024-02-05 04:43:56.147598+00,,1,FKUSR00346,FKUSR00001,,,,Kodigehalli,,FKKG000338,,,,,,,,,,
FKID000490,planned,12.9567617,77.7015267,12.95688,77.7011767,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)","HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,True,2024-02-05 11:23:01.315+00,2024-02-04 17:25:46+00,closed,yes,2024-02-05 12:35:47.849372+00,,,"Kundalahalli towards doddanekundi main road,and [PERSON] police station towards [LOCATION] service road closed regarding metro work sir",,,Varthur Road,High,,,,2024-02-05 11:27:30.380637+00,,1,FKUSR00352,FKUSR00001,,,,HAL Old Airport,,FKKG000344,,,,,,,,,,
FKID000502,planned,12.92609339,77.67623685,12.9303537,77.67845287,"ಬೆಳ್ಳಂದೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560103, India","ಬೆಳ್ಳಂದೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560103, India",public_event,True,2024-02-04 22:05:46+00,2024-02-05 18:05:46+00,closed,yes,2024-02-05 18:05:46.022903+00,,,[PERSON] and Palakki Uthsava at Bellandur,,,ORR East 1,High,,,,2024-02-04 05:56:27.270596+00,"[[12.926093386505745,77.67623685068668],[12.926098909792795,77.67626922131556],[12.926940228397003,77.67643555791157],[12.927562070760294,77.67655360323778],[12.92812120500798,77.676580431721],[12.928591503872644,77.67655360323778],[12.92935965677918,77.67649994627136],[12.929782923697022,77.67639799803506],[12.930033748198454,77.67646775209147],[12.930023297182593,77.67685408224997],[12.930028522690595,77.67744967457766],[12.930086003271207,77.67792185588249],[12.93018528787926,77.67820623780474],[12.93035370051926,77.67845286677942]]",1,FKUSR00009,FKUSR00009,,,,Bellandur,,,,,,,,,,,,
FKID000507,unplanned,13.0381636,77.626299,0.0,0.0,"17th Main Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2024-02-05 21:24:45.237+00,,active,yes,2024-02-05 21:28:20.918907+00,,,ಮೆಟ್ರೋ ವರ್ಕ್ ಮಾಡ್ತಾಯಿದರೆ ಸರ್ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಸರ್,,,ORR North 1,High,,,,2024-02-05 21:28:06.270023+00,,1,FKUSR00362,FKUSR00001,,,,Hennuru,,FKKG000354,,,,,,,,,,
FKID000509,unplanned,13.0380883,77.6259417,0.0,0.0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2024-02-05 21:29:24.117+00,,active,yes,2024-02-05 21:31:28.373743+00,,,ಮೆಟ್ರೋ ವರ್ಕ್ ಮಾಡ್ತಾಯಿದರೆ ಸರ್ ಟ್ರಾಫಿಕ್ ಮೊಮೆಂಟ್ ಸ್ಲೋ sar,,,Hennur Main Road,High,,,,2024-02-05 21:31:05.409547+00,,1,FKUSR00362,FKUSR00001,,,,Hennuru,,FKKG000354,,,,,,,,,,
FKID000518,unplanned,13.0384192,77.6257821,13.0382458,77.6258611,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)","MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",construction,True,2024-02-05 21:40:32.044+00,,active,yes,2024-02-05 21:45:19.81201+00,,,[LOCATION] work [LOCATION] trafice moment slow sir,,,Hennur Main Road,High,,,,2024-02-05 21:42:48.868033+00,,1,FKUSR00362,FKUSR00001,,,,Hennuru,,FKKG000354,,,,,,,,,,
FKID000553,planned,12.9698023,77.7004597,0.0,0.0,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-09 21:07:10.26+00,2024-03-10 10:05:46+00,closed,yes,2024-03-10 10:35:48.394758+00,,,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,,,ORR East 2,High,,,,2024-03-09 21:08:08.389423+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID000557,planned,12.9050763,77.5856446,0.0,0.0,"24th Main Road, P Muniyappa Garden, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",,construction,False,2024-03-09 21:33:49.745+00,2024-03-09 21:35:46+00,closed,yes,2024-03-09 22:35:48.002653+00,,,ಮಳೆ ಬಂದು ರಸ್ತೆ ಗುಂಡಿಗಳು ಬಿದ್ದಿದೆ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿದೆ ಸರ್,,,ORR West 1,High,,,,2024-03-09 21:38:29.471768+00,,1,FKUSR00388,FKUSR00001,,,,J.P. Nagar,,FKKG000378,,,,,,,,,,
FKID000561,unplanned,13.0020386,77.6630527,0.0,0.0,"1st AA Cross Road, Gopalan Aristocrat, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2024-02-06 04:28:14.618+00,,closed,yes,2024-02-24 03:03:44.724956+00,,,[LOCATION] work going on Sir traffic is slow moving sir,,,ORR North 1,High,,,,2024-02-06 04:29:36.091343+00,,1,FKUSR00391,FKUSR00001,,,,Banaswadi,,FKKG000381,,,,FKUSR00391,2024-02-24 03:03:44.724379+00,,,,,
FKID000575,planned,12.969172,77.7005467,0.0,0.0,"West Parallel Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-02-05 21:20:46+00,2024-02-06 09:05:46+00,closed,yes,2024-02-06 09:35:48.120327+00,,,[LOCATION] statin work,,,ORR East 2,High,,,,2024-02-05 21:22:37.61335+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID000593,unplanned,12.9378462,77.6349705,0.0,0.0,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",,construction,False,2024-02-06 21:18:07.178+00,,active,yes,2024-02-07 07:20:14.3558+00,,,"ನಿಯರ್ ಈಜಿಪುರ siganl ವಾಟರ್ loging ಆಗುತಿದು,, ಸದರಿ ಫ್ಲೈ ಓವರ್ ಕಾಂಟ್ರಾಕ್ಟ್ ರವರು ನೀರು ಹರಿದು ಹೋಗಲು ರೋಡ್ ಸಮನಾಗಿ ಮಾಡಲು ರೋಡ್ ಕಟಿಂಗ್ ಮಾಡಿದ್ದು,,, ಸಂಚಾರ ಸುಗಮ ವಾಗಿದೆ. Sir [PERSON] ಟ್ರಾಫಿಕ್. Ps ಲಿಮಿಟ್",,,IRR(Thanisandra road),High,,,,2024-02-06 21:21:20.001158+00,,1,FKUSR00375,FKUSR00001,,,,Ashok Nagar,,FKKG000365,,,,,,,,,,
FKID000629,planned,12.9694928,77.700667,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-02-06 21:13:31.498+00,2024-02-07 09:05:46+00,closed,yes,2024-02-07 09:35:47.702728+00,,,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,,,ORR East 2,High,,,,2024-02-06 21:15:08.156656+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID000637,planned,13.05331416,77.55094528,13.046172,77.55604148,"ಬಿಇಎಲ್ ರಸ್ತೆ, ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಯಲಹಂಕ ತಾಲೂಕು, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560013, India","ಬಿಇಎಲ್ ರಸ್ತೆ, ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560013, India",construction,True,2023-12-11 12:05:46+00,2024-02-07 11:35:46+00,closed,yes,2024-02-07 11:35:47.839751+00,,,White Topping work from [LOCATION] to [LOCATION].,,,Non-corridor,Low,,,,2023-12-09 04:34:35.479868+00,"[[13.053314164518493,77.55094528198244],[13.05334594844882,77.55093455314638],[13.05300125348714,77.55120277404787],[13.05268789401385,77.55141735076906],[13.052170850014289,77.55178213119507],[13.051518015136438,77.5522541999817],[13.051377002576354,77.55236685276033],[13.051706031758073,77.55210399627687],[13.050478843596022,77.55308568477632],[13.04983122697079,77.5522702932358],[13.049235299595548,77.55152463912965],[13.048974162750042,77.55117058753969],[13.048942826310032,77.55085945129396],[13.048948049050301,77.55020499229433],[13.048963717270471,77.55084335803987],[13.049000276446998,77.55117058753969],[13.050520088858029,77.55310177803041],[13.047628289553208,77.55510807037355],[13.046165537830667,77.55597174167634],[13.04617200067618,77.55604147911073]]",1,FKUSR00009,FKUSR00009,,,,Jalahalli,,,,,,,,,,Bengaluru North Corporation,North Zone 1,
FKID000682,unplanned,13.0377313,77.6265336,0.0,0.0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2024-02-08 03:28:54.362+00,,active,yes,2024-02-08 03:35:16.165424+00,,,[PERSON] ನಡೆಯುತ್ತಿರುವ ಕಾರಣ ಬ್ಯಾರಕ್ಗೆಟ್ ನಿಂದ ರಸ್ತೆ ಅರ್ಧ ಭಾಗ [LOCATION] ಸರ್,,,ORR North 1,High,,,,2024-02-08 03:32:43.331386+00,,1,FKUSR00251,FKUSR00001,,,,Hennuru,,FKKG000243,,,,,,,,,,
FKID000690,unplanned,13.0445549,77.5829215,0.0,0.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,construction,False,2024-02-08 04:36:42.828+00,,active,yes,2024-02-08 04:42:01.909695+00,,,BWSSB work at [LOCATION] hebbal circle to bhadrapp layout sir traffic slow moving sir,,,ORR North 2,High,,,,2024-02-08 04:37:15.550417+00,,1,FKUSR00026,FKUSR00001,,,,Kodigehalli,,FKKG000022,,,,,,,,,,
FKID000694,planned,12.906294,77.5854735,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",,construction,False,2024-02-08 04:41:44.523+00,2024-02-08 05:40:46+00,closed,no,2024-02-08 08:00:59.712913+00,,,Puttenahalli underpass water logging cleaning work progressing from BBMP sir,,,ORR West 1,High,,,,2024-02-08 04:44:00.033515+00,,1,FKUSR00051,FKUSR00001,,,,J.P. Nagar,,FKKG000045,,,,,,,,,,
FKID000699,planned,13.0949499,77.5972685,0.0,0.0,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,construction,False,2024-02-08 05:48:25.413+00,2024-02-08 06:05:46+00,closed,yes,2024-02-08 06:35:47.658271+00,,,Good evening sir/madam [PERSON] work at Coffee Day opposite.,,,Bellary Road 2,High,,,,2024-02-08 05:54:04.728757+00,,1,FKUSR00299,FKUSR00001,,,,Yelahanka,,FKKG000291,,,,,,,,,,
FKID000717,planned,12.9533243,77.5737148,0.0,0.0,"KR Main Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",,procession,False,2024-03-10 21:56:27.926+00,2024-03-10 22:35:46+00,closed,yes,2024-03-10 22:35:47.942074+00,,,[PERSON] jain bandari college towards [LOCATION],,,Non-corridor,Low,,,,2024-03-10 22:00:26.205854+00,,1,FKUSR00058,FKUSR00001,,,,V.V.Puram (C.Pet),,FKKG000052,,,,,,,,,,
FKID000731,unplanned,13.0378492,77.626686,0.0,0.0,"30th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2024-02-08 20:13:51.933+00,,active,yes,2024-02-08 22:08:38.897241+00,,,"“ಸಂಚಾರ ಸಲಹೆ""
 ಕೆಇಬಿ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಮೆಟ್ರೋ ಕೆಲ್ಸ ಪ್ರಗತಿಯಲಿದ್ದು  ಹೆಬ್ಬಾಳ್  ಕಡೆ ಇಂದ ಕೆಆರ್ ಪುರಂ  ಕಡೆಗೆ ನಿಧಾನಗತಿಯ ಸಂಚಾರವಿರುತ್ತದೆ.",,,ORR North 1,High,,,,2024-02-08 20:19:34.378921+00,,1,FKUSR00478,FKUSR00001,,,,Hennuru,,FKKG000467,,,,,,,,,,
FKID000737,planned,12.98709566,77.61905384,12.99265493,77.60963791,"Mother Teresa Circle, Saint John's Church Road, Kothandram Layout, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India","Father Servanton Circle, Saint John's Church Road, Bharathi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",public_event,True,2024-02-07 18:05:46+00,2024-02-08 18:05:46+00,closed,yes,2024-02-08 20:54:50.185359+00,,,[PERSON],,,Non-corridor,Low,,,,2024-02-07 01:16:00.247989+00,"[[12.987095663467684,77.61905383753603],[12.986888050558623,77.61934805132731],[12.987128631675155,77.6191173456378],[12.987259382184263,77.61887590945113],[12.98739013262453,77.61868276050177],[12.987531343022761,77.6184198633207],[12.987872066998284,77.61796877712402],[12.98810741716079,77.6176683232028],[12.988599036780903,77.61714252884067],[12.988876042680475,77.61668118390675],[12.989090471970888,77.61633244274817],[12.989440880412936,77.61573153490578],[12.989629159371669,77.61539888949301],[12.989854047940884,77.61505014833445],[12.990058016467087,77.61462092844698],[12.990471182968417,77.61394490712426],[12.990560030032865,77.61380546298633],[12.990899976517191,77.61322065088969],[12.99103072504111,77.61291483171989],[12.991151013622318,77.61264120404165],[12.991250382406333,77.61236221111481],[12.991354981083404,77.61212077492813],[12.99139159060997,77.6118203210069],[12.991454349785807,77.61163253730616],[12.991543258591081,77.6113428138821],[12.99165831699774,77.6111282039384],[12.991752399206698,77.61096191113229],[12.991909296888593,77.6107258401942],[12.992034814962757,77.61052732599624],[12.991616421135538,77.610425386273],[12.991025438653578,77.61029662030673],[12.990805781089392,77.61026442881517],[12.990486754281145,77.61021077632925],[12.990246176417035,77.61011956710317],[12.989900999074505,77.61006054936865],[12.989707490354453,77.61001226213132],[12.989383232161265,77.60994251389961],[12.989095583409759,77.60988349616508],[12.988640574704448,77.60978692169041],[12.988546434868267,77.60977082594461],[12.988180335166138,77.60969034721572],[12.988028665131482,77.60966888622134],[12.98779331489436,77.60962059898401],[12.987610264555773,77.60956694649808],[12.98736968390565,77.60951329401215],[12.987061112730741,77.60945964152621],[12.986742081113048,77.60938452804594],[12.986538109864075,77.60935233655438],[12.98622430761559,77.60929331881984],[12.985962805439081,77.6092450315825],[12.985868664588164,77.60920210959375],[12.985784983801823,77.60915382235642],[12.98587912468447,77.60903042163878],[12.9860464861655,77.60886409893241],[12.986423049085637,77.60844560954214],[12.98660610029899,77.60834366981885],[12.98691467203906,77.60843487904495],[12.987620724578749,77.60858510600556],[12.988299693727166,77.60874066250054],[12.988984822400537,77.60887479371534],[12.98936138086665,77.60891771570412],[12.98978500845868,77.60903038592456],[12.990119726045096,77.60911622990203],[12.990422352222852,77.60919131929602],[12.990835518118082,77.60928789377067],[12.99129575273643,77.60937910299678],[12.991656617920189,77.60945421647708],[12.992127310850055,77.60955615620034],[12.992498634642994,77.60962590443205],[12.992624152419253,77.60970638316093],[12.992654925042439,77.60963790569107]]",1,FKUSR00009,FKUSR00009,,,,Pulikeshinagar(F.Town),,,,,,,,,,,,
FKID000805,planned,12.9696663,77.7005081,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-02-08 20:59:05.478+00,2024-02-09 09:05:46+00,closed,yes,2024-02-09 09:35:47.935841+00,,,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,,,ORR East 2,High,,,,2024-02-08 20:59:58.756394+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID000810,unplanned,12.9161006,77.6324548,12.9160599,77.6326224,"13th Cross Road, Teachers Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)","13th Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",construction,True,2024-03-11 18:47:54.948+00,,active,yes,2024-03-11 18:51:30.102913+00,,,KBR work for senatory pipe sir,,,ORR East 1,High,,,,2024-03-11 18:50:54.920072+00,,1,FKUSR00516,FKUSR00001,,,,HSR Layout,,FKKG000505,,,,,,,,,,
FKID000816,planned,13.0360195,77.5212488,13.0379916,77.5218971,"Peenya Main Road, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)","Mumbai Bengaluru Highway, Namma Metro Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",construction,True,2024-02-09 12:55:13.328+00,2024-02-09 12:55:46+00,closed,no,2024-02-09 13:35:47.620165+00,,,road construction...no traffic,,,Tumkur Road,High,,,,2024-02-09 12:57:23.288542+00,,1,FKUSR00522,FKUSR00522,,,,Peenya,,FKKG000511,,,,,,,,,,
FKID000827,unplanned,12.9584994,77.6017538,12.9584967,77.601745,"Berlie Street, Langford Town, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)","Berlie Street, Langford Town, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",construction,True,2024-02-09 21:35:10.199+00,,closed,yes,2024-02-13 22:35:24.570016+00,,,ಬೋರ್ ವೆಲ್ [LOCATION] ಇದೆ ಸರ್ ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್,,,Non-corridor,Low,,,,2024-02-09 21:36:12.721775+00,,1,FKUSR00449,FKUSR00001,,,,Ashok Nagar,,FKKG000438,,,,FKUSR00449,2024-02-13 22:35:24.569431+00,,,,,
FKID000834,planned,12.9745058,77.5704978,12.9747567,77.570505,"Bhashyam Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)","Dr TCM Royan Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",construction,True,2024-02-10 00:04:24.946+00,2024-02-24 00:08:46+00,closed,yes,2024-02-23 04:55:23.358053+00,,,shantala towards ltp road White taping road cunstuction..,,,Non-corridor,Low,,,,2024-02-10 00:09:42.245783+00,,1,FKUSR00292,FKUSR00001,,,,Chamarajpet,,FKKG000284,,,,FKUSR00292,2024-02-23 04:55:23.357458+00,,,,,
FKID000835,unplanned,12.9757819,77.5387044,12.975768,77.538715,"Nagarabhavi Main Road, Magadi Chord Road Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","Nagarabhavi Main Road, Magadi Chord Road Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",construction,True,2024-02-10 00:51:15.818+00,,active,yes,2024-02-10 00:54:56.77511+00,,,road wait tapping work going,,,West of Chord Road,High,,,,2024-02-10 00:52:38.007007+00,,1,FKUSR00530,FKUSR00001,,,,Vijayanagara,,FKKG000519,,,,,,,,,,
FKID000857,unplanned,12.936298,77.7054278,0.0,0.0,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-10 04:28:53.826+00,,closed,yes,2024-02-10 20:38:12.3544+00,,,kptcl work at panattur main road towards kadubeesanahalli sir.traffic slow moving sir.single line traffic moving sir,,,Non-corridor,Low,,,,2024-02-10 04:33:46.988039+00,,1,FKUSR00542,FKUSR00001,,,,HAL Old Airport,,FKKG000531,,,,FKUSR00542,2024-02-10 20:38:12.353844+00,,,,,
FKID000878,unplanned,12.8957933,77.626025,0.0,0.0,"Begur Main Road, Smt Ramakka Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",,procession,False,2024-02-10 06:57:28.581+00,,closed,yes,2024-02-10 09:35:47.731529+00,,,ಬೇಗೂರು ಆಂಜನೇಯ ದೇವಸ್ಥಾನದಲ್ಲಿ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವ ಇದ್ದು ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ ಸರ್,,,Non-corridor,Low,,,,2024-02-10 06:59:47.778837+00,,1,FKUSR00553,FKUSR00001,,,,Madiwala,,FKKG000542,,,,,,,,,,
FKID000894,planned,12.98506103,77.57213473,12.98956059,77.57189333,"ಧನವಂತ್ರಿ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560009, India","ಪ್ಲಾಟ್ಫಾರ್ಮ್ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560021, India",construction,True,2023-11-12 12:05:46+00,2024-02-10 12:05:46+00,closed,yes,2024-02-10 12:35:47.815397+00,,,"BWSSB Road Cwork at [LOCATION] junction.(12.985016993498627, 77.57213578357488)",,,Non-corridor,Low,,,,2023-11-11 23:58:03.714918+00,"[[12.985061030406605,77.57213473320009],[12.985227448601922,77.57209718227388],[12.985687067800164,77.57217764854433],[12.98619891545208,77.5721722841263],[12.98724349922482,77.57218301296236],[12.988120946199613,77.5721722841263],[12.988648457472479,77.57205963134766],[12.989259533487099,77.57191479206087],[12.989560594898055,77.57189333438875]]",1,FKUSR00009,FKUSR00009,,,,Sheshadripuram,,,,,,,,,,Bengaluru Central Corporation,Central Zone 2,KrishnaFlourMill
FKID000895,planned,13.0160832,77.7091853,13.0160954,77.7092541,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)","Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",construction,True,2024-03-11 23:34:02.576+00,2024-03-11 23:34:46+00,closed,no,2024-03-11 23:35:48.071221+00,,,fathholls,,,Non-corridor,Low,,,,2024-03-11 23:35:42.081266+00,,1,FKUSR00561,FKUSR00561,,,,K.R. Pura,,FKKG000550,,,,,,,,,,
FKID000898,planned,12.98506103,77.57213473,12.98956059,77.57189333,"ಧನವಂತ್ರಿ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560009, India","ಪ್ಲಾಟ್ಫಾರ್ಮ್ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560021, India",construction,True,2023-11-12 12:05:46+00,2024-02-10 12:05:46+00,closed,yes,2024-02-10 12:35:47.831024+00,,,"BWSSB Road Cwork at [LOCATION] junction.(12.985016993498627, 77.57213578357488)",,,Non-corridor,Low,,,,2023-11-11 23:58:04.183035+00,"[[12.985061030406605,77.57213473320009],[12.985227448601922,77.57209718227388],[12.985687067800164,77.57217764854433],[12.98619891545208,77.5721722841263],[12.98724349922482,77.57218301296236],[12.988120946199613,77.5721722841263],[12.988648457472479,77.57205963134766],[12.989259533487099,77.57191479206087],[12.989560594898055,77.57189333438875]]",1,FKUSR00009,FKUSR00009,,,,Sheshadripuram,,,,,,,,,,Bengaluru Central Corporation,Central Zone 2,KrishnaFlourMill
FKID000905,unplanned,12.9362566,77.7054884,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-10 20:07:04.223+00,,closed,yes,2024-02-11 02:13:43.552961+00,,,KPTCL Cable work progressing at panattur railway bridge in fornt of  vandana tejas appartment both side traffic slow movement it causing traffic connection sir,,,Non-corridor,Low,,,,2024-02-10 20:12:08.202626+00,,1,FKUSR00563,FKUSR00001,,,,HAL Old Airport,,FKKG000552,,,,FKUSR00563,2024-02-11 02:13:43.552209+00,,,,,
FKID000920,unplanned,13.0217922,77.6032642,13.0217791,77.603197,"Dinnur Main Road, Southern Residency Apartment, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)","Dinnur Main Road, Southern Residency Apartment, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)",protest,True,2024-02-10 21:36:48.946+00,,closed,yes,2024-02-11 04:35:47.735334+00,,,passenger Ato gas,,,Non-corridor,Low,,,,2024-02-10 21:37:59.586564+00,,1,FKUSR00036,FKUSR00001,,,,R.T. Nagar,,FKKG000030,,,,,,,,,,
FKID000921,planned,13.0218192,77.6032802,13.0218276,77.6032779,"Dinnur Main Road, Southern Residency Apartment, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)","Dinnur Main Road, Southern Residency Apartment, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)",protest,True,2024-02-10 21:34:42.365+00,2024-02-10 21:34:46+00,closed,yes,2024-02-10 22:35:47.988157+00,,,,,,Non-corridor,Low,,,,2024-02-10 21:35:53.411481+00,,1,FKUSR00036,FKUSR00001,,,,R.T. Nagar,,FKKG000030,,,,,,,,,,
FKID000922,planned,13.0217897,77.6032151,13.0217881,77.6032203,"Dinnur Main Road, Southern Residency Apartment, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)","Dinnur Main Road, Southern Residency Apartment, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)",protest,True,2024-02-10 21:41:03.559+00,2024-02-10 21:41:46+00,closed,yes,2024-02-10 22:35:48.026752+00,,,,,,Non-corridor,Low,,,,2024-02-10 21:41:59.590016+00,,1,FKUSR00036,FKUSR00001,,,,R.T. Nagar,,FKKG000030,,,,,,,,,,
